player,team,minutes_per_game,free_throw_pct,avg_rebounds,average_assists,personal_fouls,pts,season
Ed Conlin,PHW,13.8,74.2,2.2,1.2,1.7,4.6,1961-1962
Larry Costello,SYR,29.4,83.7,3.9,5.7,3.5,13.8,1961-1962
Bob Cousy,BOS,28.2,75.4,3.5,7.8,1.8,15.7,1961-1962
Jimmy Darrow,STL,6.8,85.7,1.4,1.2,1.8,2.4,1961-1962
Ralph Davis,CHP,25.9,68.9,2.1,3.2,2.4,10.4,1961-1962
Archie Dees,TOT,13.7,76.1,3.7,0.8,1.6,6.5,1961-1962
Walter Dukes,DET,24.6,71.5,10.4,1.6,4.2,9.4,1961-1962
Johnny Egan,DET,12,76.2,1.5,1.8,1.1,5.5,1961-1962
Rich Eichhorst,STL,10,0,1,3,1,2,1961-1962
Wayne Embry,CIN,35,69,13,2.4,3.8,19.8,1961-1962
Ray Felix,LAL,18.5,69.2,5.9,0.7,3.3,5.4,1961-1962
Al Ferrari,STL,25.9,79.9,2.7,4,3.5,7.5,1961-1962
Bob Ferry,DET,24,67.8,6.3,1.8,2.5,13.9,1961-1962
Larry Foust,STL,20.2,81.5,5.8,1.4,3.3,9.7,1961-1962
Dave Gambee,SYR,28.8,81.7,7.9,1.4,3.4,16.7,1961-1962
Tom Gola,PHW,41,76.5,9.8,4.9,4.5,13.7,1961-1962
Joe Graboski,TOT,12.3,60,4.1,0.7,1.6,5.1,1961-1962
Johnny Green,NYK,34.9,60.1,13.3,2.4,3.3,15.9,1961-1962
Si Green,TOT,33.6,70.1,5.6,4.5,3.2,12.7,1961-1962
Hal Greer,SYR,38.1,81.9,7.4,4.4,3.5,22.8,1961-1962
Gene Guarilia,BOS,8.2,64.1,2.8,0.2,1.2,3.6,1961-1962
Richie Guerin,NYK,42.9,82,6.4,6.9,3.8,29.5,1961-1962
Cliff Hagan,STL,36.2,82.5,8.2,4.8,3.7,22.9,1961-1962
Swede Halbrook,SYR,14.2,63.6,6.2,0.5,2.8,6.3,1961-1962
Vern Hatton,TOT,22.5,78.4,2.6,2.5,1.6,8.1,1961-1962
Tom Hawkins,LAL,24.1,64.4,6.5,1.2,3.1,9.1,1961-1962
Tom Heinsohn,BOS,30.2,81.9,9.5,2.1,3.5,22.1,1961-1962
Cleo Hill,STL,18.1,77.4,3.1,2,1.7,5.5,1961-1962
Ron Horn,STL,8.3,50,2,0.3,1.3,1,1961-1962
Bailey Howell,DET,36.2,76.8,12.6,2.4,4,19.9,1961-1962
Hot Rod Hundley,LAL,19.1,65.4,2.6,3.7,1.7,5.5,1961-1962
Darrall Imhoff,NYK,19.5,57.6,6.2,1.1,3,5.9,1961-1962
Andy Johnson,CHP,30.9,62.8,4.9,3.2,3.5,14.3,1961-1962
Howie Jolliff,LAL,17.1,52.6,6,1.2,2.7,3.9,1961-1962
K.C. Jones,BOS,25.7,63.4,3.7,4.3,2.6,9.2,1961-1962
Sam Jones,BOS,30.6,81.8,5.9,3,1.9,18.4,1961-1962
Willie Jones,DET,14.6,63.4,2.6,1.7,2,6.1,1961-1962
Phil Jordon,NYK,28.9,57.1,6.3,2.1,3.4,11.9,1961-1962
Red Kerr,SYR,34.6,73.5,14.7,3,3.4,16.3,1961-1962
Doug Kistler,NYK,2.6,50,0.2,0,0.4,1.6,1961-1962
Jim Krebs,LAL,25.8,75,7.9,1.4,3.7,10,1961-1962
Fred LaCour,STL,20.6,81.5,3.7,2.3,2.3,7.8,1961-1962
York Larese,TOT,11.9,80.6,1.3,1.6,1.8,5.1,1961-1962
Rudy LaRusso,LAL,34.4,76.3,10.4,2.2,3.2,17.2,1961-1962
George Lee,DET,18,76.1,4.7,0.9,1.7,7.6,1961-1962
Slick Leonard,CHP,35.2,75.2,2.8,5.4,2.7,16.1,1961-1962
Jim Loscutoff,BOS,14.5,53.6,4.2,0.6,2.3,5.3,1961-1962
Clyde Lovellette,STL,29.8,82.9,8.8,1.7,3.4,20.9,1961-1962
Ted Luckenbill,PHW,5.9,64.5,1.6,0.4,1,2,1961-1962
Whitey Martin,NYK,15.4,67.3,2.4,1.7,2.4,3.4,1961-1962
Johnny McCarthy,STL,22.2,44.4,3.7,4.7,3.3,3.2,1961-1962
Shellie McMillon,TOT,19.8,59.3,5.9,1,3.3,10.3,1961-1962
Bob McNeill,TOT,8.8,76.5,1.1,1.8,1.1,2.8,1961-1962
Tom Meschery,PHW,31.4,82.4,9.1,1.8,4.1,12.1,1961-1962
Jackie Moreland,DET,16.5,74.7,5.8,1,2.4,7.4,1961-1962
Willie Naulls,NYK,39.7,84.2,11.6,2.6,3.5,25,1961-1962
Paul Neumann,SYR,16.4,77.3,2.5,2.3,2.6,6.2,1961-1962
Chuck Noble,DET,13.9,53.3,1.7,2.4,2.1,2.8,1961-1962
Bevo Nordmann,CIN,5.9,50.9,2.2,0.3,1.4,2.3,1961-1962
Don Ohl,DET,32.8,71.8,3.5,3.2,2.2,17,1961-1962
Chuck Osborne,SYR,5.3,75,2.3,0.3,0.8,1.3,1961-1962
Bob Pettit,STL,42.1,77.1,18.7,3.7,3.8,31.1,1961-1962
Gary Phillips,BOS,10.6,58.1,1.6,1,1.6,4,1961-1962
Dave Piontek,CHP,13.6,66.1,3.4,0.7,2,4.6,1961-1962
Frank Radovich,PHW,4.7,50,1.4,0.1,0.7,2.4,1961-1962
Frank Ramsey,BOS,24.2,82.5,4.9,1.4,3.1,15.3,1961-1962
Hub Reed,CIN,18.1,73.2,5.5,0.7,3.3,5.8,1961-1962
Joe Roberts,SYR,20.5,66.5,6.7,0.6,2.9,7.7,1961-1962
Oscar Robertson,CIN,44.3,80.3,12.5,11.4,3.3,30.8,1961-1962
Guy Rodgers,PHW,33.1,66.5,4.4,8,3.9,8.2,1961-1962
Joe Ruklick,PHW,6.6,46.2,1.9,0.3,1.2,2.3,1961-1962
Bill Russell,BOS,45.2,59.5,23.6,4.5,2.7,18.9,1961-1962
Tom Sanders,BOS,29.1,74.9,9.5,0.9,3.5,11.2,1961-1962
Woody Sauldsberry,TOT,28,64.2,8.5,1.4,2.8,10.7,1961-1962
Dolph Schayes,SYR,26.4,89.7,7.8,2.1,3,14.7,1961-1962
Ray Scott,DET,27.8,65.7,11.5,1.8,3.1,13.3,1961-1962
Frank Selvy,LAL,35.5,73.8,5.2,4.8,2.9,14.7,1961-1962
Lee Shaffer,SYR,27.8,77.1,6.8,1.3,3.5,16.9,1961-1962
Gene Shue,DET,39.3,81,4.7,5.8,2.4,19,1961-1962
Bob Sims,TOT,20.7,56.9,2.8,2.4,2.9,7.8,1961-1962
Adrian Smith,CIN,18.3,77.5,1.9,2.1,1.3,7.2,1961-1962
Bill Smith,NYK,9.2,87.5,1.8,0.8,0.7,2.6,1961-1962
Bobby Smith,LAL,2.3,0,0,0,0.3,0,1961-1962
Sam Stith,NYK,13.8,60.5,1.6,1.9,1.7,4.4,1961-1962
Jack Turner,CHP,13.5,76.2,2,1,1.2,4.8,1961-1962
Jack Twyman,CIN,37.4,81.1,8,2.7,4,22.9,1961-1962
Charlie Tyra,CHP,20.6,62.1,7.8,1.1,2.7,6.7,1961-1962
Horace Walker,CHP,20.5,72.5,7.2,1.1,3,6.7,1961-1962
Jerry West,LAL,41.2,76.9,7.9,5.4,2.3,30.8,1961-1962
Bob Wiesenhahn,CIN,5.4,56.7,1.9,0.4,0.8,2,1961-1962
Lenny Wilkens,STL,43.5,76.4,6.6,5.8,3.2,18.2,1961-1962
Wayne Yates,LAL,7.1,45.5,2.5,0.4,1.9,1.9,1961-1962
Dave Zeller,CIN,4.6,75,0.4,1,0.6,1.5,1961-1962
Gary Alcorn,LAL,8.7,87.5,2.5,0.1,2.4,1.6,1960-1961
Paul Arizin,PHW,37.2,83.3,8.6,2.4,4.2,23.2,1960-1961
Al Attles,PHW,20.1,59.9,2.8,2.3,3.1,7,1960-1961
Dick Barnett,SYR,26.5,71.2,3.6,2.8,2.2,16.9,1960-1961
Elgin Baylor,LAL,42.9,78.3,19.8,5.1,3.8,34.8,1960-1961
Ernie Beck,TOT,8.2,85.7,2.3,1.5,1,2.6,1960-1961
Whitey Bell,NYK,9,33.3,1.4,0.2,1.4,3,1960-1961
Al Bianchi,SYR,12.8,69,2,1.8,2.6,5.7,1960-1961
Bucky Bockhorn,CIN,33.8,73.1,5.5,4.3,3.6,12.6,1960-1961
Bob Boozer,CIN,19.9,67.2,6.2,1.4,2.4,8.4,1960-1961
Carl Braun,NYK,14.5,78.6,2.1,3.2,1.9,5.7,1960-1961
Dave Budd,NYK,17.6,64.9,4.9,0.7,2.8,6.5,1960-1961
Barney Cable,SYR,21.9,67.6,6.3,1.1,3.3,8.1,1960-1961
Wilt Chamberlain,PHW,47.8,50.4,27.2,1.9,1.6,38.4,1960-1961
Gene Conley,BOS,16.6,69.3,7.3,0.5,3.7,6.3,1960-1961
Ed Conlin,PHW,16.8,74.8,3.4,1.6,2,7,1960-1961
Larry Costello,SYR,28.9,79.9,3.9,5.5,3.8,14.5,1960-1961
Bob Cousy,BOS,32.5,77.9,4.4,7.7,2.6,18.1,1960-1961
Ralph Davis,CIN,16.6,65.4,1.2,2.4,1.7,5.4,1960-1961
Archie Dees,DET,11,83,3.4,0.6,1.8,5.2,1960-1961
Walter Dukes,DET,28,70.3,14.1,1.9,4.3,11.7,1960-1961
Wayne Embry,CIN,28.3,66.8,10.9,1.6,3.6,14.4,1960-1961
Mike Farmer,TOT,22.1,73.4,6.4,1.4,2.2,7.3,1960-1961
Ray Felix,LAL,19.4,69.9,6.9,0.5,3.9,6.6,1960-1961
Al Ferrari,STL,16.4,81.9,1.8,2.3,2.5,5.2,1960-1961
Bob Ferry,DET,21,74.1,6.3,1.6,2.6,11.3,1960-1961
Larry Foust,STL,17.8,78.8,5.7,1.1,2.7,8.1,1960-1961
Dave Gambee,SYR,26.5,82.7,7.4,1.3,3.5,13.7,1960-1961
Dick Garmaker,NYK,31.5,76.8,3.9,3.1,3.4,15.6,1960-1961
Jack George,NYK,16.8,66.7,2,2.4,2.3,5.1,1960-1961
Tom Gola,PHW,36.6,74.7,9.4,3.9,4.3,14.2,1960-1961
Joe Graboski,PHW,14.9,69.4,3.9,1.1,2.2,6.8,1960-1961
Johnny Green,NYK,22.9,52.2,10.7,1.2,2.5,10.2,1960-1961
Si Green,STL,25.9,70.4,5,3.4,3.1,9.2,1960-1961
Hal Greer,SYR,35,77.4,5.8,3.8,3.1,19.6,1960-1961
Gene Guarilia,BOS,8.4,30,2.8,0.2,1.1,3.2,1960-1961
Richie Guerin,NYK,38.3,79.2,7.9,6.4,3.9,21.8,1960-1961
Cliff Hagan,STL,35.1,82,9.3,4.9,3.7,22.1,1960-1961
Swede Halbrook,SYR,14.3,54.3,7,0.4,3.3,4.9,1960-1961
Vern Hatton,PHW,11.3,82.1,1.7,1.1,1.1,4.4,1960-1961
Tom Hawkins,LAL,23.7,59.6,6.1,1.1,2.7,9.7,1960-1961
Tom Heinsohn,BOS,30.5,76.7,9.9,1.9,3.5,21.3,1960-1961
Bailey Howell,DET,38.3,75.3,14.4,2.5,3.9,23.6,1960-1961
Hot Rod Hundley,LAL,27.6,75.3,3.7,4.4,1.8,11,1960-1961
Darrall Imhoff,NYK,16,51,4.8,0.8,2.3,4.7,1960-1961
Andy Johnson,PHW,25.3,57.1,4.4,2.6,3.2,9.6,1960-1961
Ron Johnson,TOT,7.4,64.7,2.1,0.1,0.7,2.6,1960-1961
Howie Jolliff,LAL,7.7,47.8,3.1,0.3,1.2,2.2,1960-1961
K.C. Jones,BOS,20.6,66.4,3.6,3.2,2.4,7.6,1960-1961
Sam Jones,BOS,26,78.7,5.4,2.8,1.9,15,1960-1961
Willie Jones,DET,12.9,63.5,2.7,1.8,2.6,5.6,1960-1961
Phil Jordon,TOT,26.1,71.8,8.5,2.3,3.5,11.7,1960-1961
Pickles Kennedy,PHW,7.4,66.7,1.1,1.3,0.9,1.7,1960-1961
Red Kerr,SYR,33.9,72.9,12,2.5,2.9,13.4,1960-1961
Jim Krebs,LAL,22.1,80.6,6.1,0.9,3,8.2,1960-1961
Fred LaCour,STL,13.1,75,3.2,1.5,1.3,5.6,1960-1961
Rudy LaRusso,LAL,32.8,79,9.9,1.7,3.5,14.6,1960-1961
George Lee,DET,23.4,70.1,6.6,1.2,2.1,12.1,1960-1961
Slick Leonard,LAL,10.9,71,1.3,1.5,1.3,3.5,1960-1961
Jim Loscutoff,BOS,15.2,64.5,3.8,0.3,3.1,4.4,1960-1961
Clyde Lovellette,STL,31.5,83,10.1,2.6,3.7,22,1960-1961
Johnny McCarthy,STL,31.9,54,4.1,5.4,3.4,8.3,1960-1961
Shellie McMillon,DET,21,69.7,6.2,1.3,3.1,10.1,1960-1961
Bob McNeill,NYK,18.5,83.3,1.6,3.2,2,5.8,1960-1961
Jackie Moreland,DET,15.7,65.2,4.9,0.8,2.7,7.3,1960-1961
Willie Naulls,NYK,37.7,81.6,13.4,2.4,3.4,23.4,1960-1961
Chuck Noble,DET,22.1,71.3,2.4,3.8,2.6,6.3,1960-1961
Don Ohl,DET,27.5,71.9,3.2,3.4,2.8,13.3,1960-1961
Jim Palmer,NYK,12.5,67.7,3.3,0.5,2.3,5.3,1960-1961
Bob Pettit,STL,39.8,72.4,20.3,3.4,2.9,27.9,1960-1961
Dave Piontek,STL,8.8,51.6,2.3,0.7,1.1,3.8,1960-1961
Cal Ramsey,SYR,13.5,50,3.5,1.5,3.5,3,1960-1961
Frank Ramsey,BOS,25.6,83.3,5.5,1.8,3.6,15.1,1960-1961
Hub Reed,CIN,16.2,69.7,4.9,0.9,2.7,5.3,1960-1961
Joe Roberts,SYR,11.8,59.6,3.6,0.6,1.8,4.7,1960-1961
Oscar Robertson,CIN,42.7,82.2,10.1,9.7,3.1,30.5,1960-1961
Guy Rodgers,PHW,37.2,68.7,6.5,8.7,3.4,12.8,1960-1961
Phil Rollins,TOT,13.4,65.9,1.6,2,2,4.5,1960-1961
Joe Ruklick,PHW,7.7,61.5,2.1,0.3,1.3,3.2,1960-1961
Bill Russell,BOS,44.3,55,23.9,3.4,2,16.9,1960-1961
Tom Sanders,BOS,15.9,67,5.7,0.6,1.9,5.3,1960-1961
Woody Sauldsberry,STL,21.6,56,7.1,1.1,2.9,7.5,1960-1961
Dolph Schayes,SYR,38.1,86.8,12.2,3.7,3.7,23.6,1960-1961
Kenny Sears,NYK,26.8,82.5,5.6,2,3.2,14.4,1960-1961
Frank Selvy,LAL,28,75.3,3.9,3.2,2.8,10.8,1960-1961
Bill Sharman,BOS,25.2,92.1,3.7,2.4,2.1,16,1960-1961
Gene Shue,DET,43.1,85.6,4.3,6.8,2.7,22.6,1960-1961
Larry Staverman,CIN,14.3,84.9,4.3,1.3,2.5,4.6,1960-1961
Jack Twyman,CIN,37,73.1,8.5,2.8,3.5,25.3,1960-1961
Charlie Tyra,NYK,23.8,69.4,6.7,1.4,2.8,8.8,1960-1961
Jerry West,LAL,35.4,66.6,7.7,4.2,2.7,17.6,1960-1961
Win Wilfong,CIN,11.6,80.9,2.4,1.4,1.9,4.6,1960-1961
Lenny Wilkens,STL,25.3,71.3,4.5,2.8,2.9,11.7,1960-1961
Gary Alcorn,DET,11.6,57.1,4.8,0.4,2.1,4,1959-1960
Bob Anderegg,NYK,11.3,54.8,2.1,0.9,1,4,1959-1960
Paul Arizin,PHW,36.4,79.8,8.6,2.3,3.7,22.3,1959-1960
Dick Barnett,SYR,21.7,71.1,2.7,2.8,1.7,12.4,1959-1960
Elgin Baylor,MNL,41,73.2,16.4,3.5,3.3,29.6,1959-1960
Ernie Beck,PHW,12.3,84.4,1.9,1.1,1.4,3.9,1959-1960
Whitey Bell,NYK,14.5,65.1,2.8,1.8,1.9,5.4,1959-1960
Al Bianchi,SYR,18.2,70.3,2.6,2.4,3.3,7.7,1959-1960
Bucky Bockhorn,CIN,28,74.7,5.1,3.4,3.3,10.5,1959-1960
Carl Braun,NYK,28,83.8,3.1,5,2.4,12.9,1959-1960
Barney Cable,TOT,12.5,65.7,3.9,0.7,1.6,4.6,1959-1960
Wilt Chamberlain,PHW,46.4,58.2,27,2.3,2.1,37.6,1959-1960
Gene Conley,BOS,18.7,66.7,8.3,0.5,3.8,6.7,1959-1960
Ed Conlin,DET,23.4,76.1,4.9,1.8,2.3,11.2,1959-1960
Larry Costello,SYR,34.8,86.2,5.5,6.3,3.3,14,1959-1960
Bob Cousy,BOS,34.5,79.2,4.7,9.5,1.9,19.4,1959-1960
Archie Dees,DET,17,80.9,5.4,0.6,2.6,9.7,1959-1960
Connie Dierking,SYR,15.8,57.4,6.4,0.8,2.4,6.9,1959-1960
Walter Dukes,DET,32.4,74,13.4,1.2,4.7,15.2,1959-1960
Boo Ellis,MNL,14.6,67.1,5.1,0.6,1.4,3.9,1959-1960
Wayne Embry,CIN,21.8,51.4,9.5,1.1,3.1,10.6,1959-1960
Mike Farmer,NYK,22.9,84.3,5.7,0.9,1.9,7.4,1959-1960
Ray Felix,TOT,18.8,62.5,7.2,0.7,3.8,7.3,1959-1960
Al Ferrari,STL,22.1,78.2,2.3,2.6,2.9,8.6,1959-1960
Bob Ferry,STL,14.1,63.9,3.8,0.6,2.1,5.9,1959-1960
Ed Fleming,MNL,15.3,76.8,3.2,1.4,1.7,6.3,1959-1960
Larry Foust,TOT,27.3,79.1,8.6,1.3,3.3,12.2,1959-1960
Dave Gambee,TOT,10.8,65.1,3.8,0.6,1.4,5,1959-1960
Dick Garmaker,TOT,27.6,77.2,4.5,2.9,2.7,12.1,1959-1960
Jack George,NYK,23.2,76.7,2.9,3.5,2.1,9.5,1959-1960
Tom Gola,PHW,38.3,79.4,10.4,5.5,4.1,15,1959-1960
Joe Graboski,PHW,17.4,75.3,4.9,1.5,2,7.7,1959-1960
Johnny Green,NYK,17.9,40.6,7.8,0.8,2.8,7,1959-1960
Si Green,STL,19.3,63.4,3.7,1.9,2.1,6.1,1959-1960
Hal Greer,SYR,28.3,78.3,4.3,2.7,3,13.2,1959-1960
Gene Guarilia,BOS,8.8,70.7,1.8,0.4,1.2,3,1959-1960
Richie Guerin,NYK,32.8,77.3,6.8,6.3,3.3,21.8,1959-1960
Cliff Hagan,STL,37.3,80.3,10.7,4,3.6,24.8,1959-1960
Steve Hamilton,MNL,16.5,78.3,3.9,0.5,2.6,5.1,1959-1960
Vern Hatton,PHW,15.7,60.9,2.4,1.2,0.9,4.6,1959-1960
Tom Hawkins,MNL,21.3,64.6,6.2,0.8,2.7,7.9,1959-1960
Tom Heinsohn,BOS,32.3,73.3,10.6,2.3,3.7,21.7,1959-1960
Bob Hopkins,SYR,21.5,78.2,6.2,0.7,2.6,8.7,1959-1960
Bailey Howell,DET,31.3,73.9,10.5,0.8,3.8,17.8,1959-1960
Hot Rod Hundley,MNL,31.2,74.4,5.3,4.6,2.7,12.8,1959-1960
Andy Johnson,PHW,18.9,60.1,3.8,2,2.6,8.2,1959-1960
K.C. Jones,BOS,17.2,75.3,2.7,2.6,1.5,6.3,1959-1960
Sam Jones,BOS,20.4,76.4,5.1,1.7,1.4,11.9,1959-1960
Phil Jordon,CIN,27.5,71.6,8.3,2.8,3,13.4,1959-1960
Billy Kenville,DET,14.6,80.5,2.8,1.8,1.2,5.1,1959-1960
Red Kerr,SYR,31.6,75.2,12.2,2.2,2.8,14.7,1959-1960
Maury King,BOS,19,0,4,2,3,10,1959-1960
Jim Krebs,MNL,16.9,72.1,4.4,0.5,2.8,7.6,1959-1960
Rudy LaRusso,MNL,29.5,74.2,9.6,1.2,3.1,13.7,1959-1960
Slick Leonard,MNL,28.4,70.5,3.4,3.5,2.3,8.2,1959-1960
Earl Lloyd,DET,23.7,80,4.7,1.3,3.3,8.9,1959-1960
Jim Loscutoff,BOS,19.1,61.1,3.9,0.4,3.9,5.5,1959-1960
Clyde Lovellette,STL,28.7,82.1,10.6,1.9,3.6,20.8,1959-1960
Nick Mantis,MNL,7.1,50,0.6,0.9,0.8,2.1,1959-1960
Slater Martin,STL,27.4,72.9,2.9,5.2,2.7,6.2,1959-1960
Brendan McCann,NYK,7.3,100,1,2.5,0.5,1.3,1959-1960
Johnny McCarthy,STL,31.8,65.9,4,4.4,3.1,8.4,1959-1960
Dick McGuire,DET,21.6,61.7,3.9,5.3,1.6,7.1,1959-1960
Jack McMahon,STL,13.4,55.2,1,2,1.7,3.3,1959-1960
Shellie McMillon,DET,18.9,66.3,5.7,0.7,2.6,8.9,1959-1960
Willie Naulls,NYK,34.6,83.6,14.2,2.1,3.3,21.4,1959-1960
Chuck Noble,DET,27.9,73.2,3.5,4.6,3,11.3,1959-1960
Togo Palazzi,SYR,10,50,2,0.4,1,4.3,1959-1960
Jim Palmer,TOT,20,68.4,5.3,0.9,3,8.3,1959-1960
Med Park,CIN,25,72.7,4.1,2.9,2.4,8.7,1959-1960
Bob Pettit,STL,40.2,75.3,17,3.6,2.8,26.1,1959-1960
Dave Piontek,TOT,23.8,63.9,6,1.5,2.7,9.3,1959-1960
Cal Ramsey,TOT,17.7,57.6,6,0.8,2.3,8.8,1959-1960
Frank Ramsey,BOS,27.5,78.7,6.9,1.9,3.4,15.3,1959-1960
Jim Ray,SYR,5.3,0,0,0.5,0.8,0.5,1959-1960
Hub Reed,TOT,25.6,72.8,8.6,1,3.2,9.5,1959-1960
John Richter,BOS,12.2,50.4,4.7,0.4,2.4,4.3,1959-1960
Guy Rodgers,PHW,36.5,61.3,5.8,7.1,2.9,11.6,1959-1960
Phil Rollins,CIN,17.2,60.6,2.5,3.2,2.1,5.5,1959-1960
Joe Ruklick,PHW,9.8,72.2,3.5,0.6,1.8,5,1959-1960
Bill Russell,BOS,42.5,61.2,24,3.7,2.8,18.2,1959-1960
Woody Sauldsberry,PHW,26,53.4,6.3,1.6,2.9,9.9,1959-1960
Dolph Schayes,SYR,36.5,89.3,12.8,3.4,3.5,22.5,1959-1960
Kenny Sears,NYK,32.8,86.8,13.7,2,3,18.5,1959-1960
Frank Selvy,TOT,21.1,73.6,2.8,1.8,1.6,9.1,1959-1960
Paul Seymour,SYR,1.8,0,0.3,0,0.3,0,1959-1960
Chuck Share,TOT,15.9,66.3,5.4,1.5,3.5,4.2,1959-1960
Bill Sharman,BOS,27,86.6,3.7,2,2.2,19.3,1959-1960
Gene Shue,DET,44.5,87.2,5.5,3.9,1.9,22.8,1959-1960
Bobby Smith,MNL,13,68.8,3.3,1.4,1,3.7,1959-1960
Ron Sobie,TOT,14.6,83.8,3,1.3,2,6.6,1959-1960
Guy Sparrow,PHW,7.3,25,2.1,0.5,1.8,2.7,1959-1960
Larry Staverman,CIN,9.8,73.4,3.7,0.7,2,3.8,1959-1960
Wayne Stevens,CIN,6.1,70,2,0.5,0.5,1.6,1959-1960
Jack Twyman,CIN,40.3,78.5,8.9,3.5,3.7,31.2,1959-1960
Charlie Tyra,NYK,27.5,70.4,8.1,1.1,3.5,12.8,1959-1960
Win Wilfong,CIN,27.7,77.8,4.9,3.7,3.2,10.1,1959-1960
Tony Windis,DET,21.4,66.7,5.2,3.6,2.2,4,1959-1960
George Yardley,SYR,32.9,81.6,7.9,1.7,3.1,20.2,1959-1960
Paul Arizin,PHW,40,81.3,9.1,1.7,3.8,26.4,1958-1959
Elgin Baylor,MNL,40.8,77.7,15,4.1,3.9,24.9,1958-1959
Ernie Beck,PHW,14.5,66.2,2.5,1.3,1.8,5.3,1958-1959
Al Bianchi,SYR,24.7,72.3,2.8,2.2,3.6,10,1958-1959
Jerry Bird,NYK,4.1,100,1.1,0.4,0.6,2.3,1958-1959
Bucky Bockhorn,CIN,31.7,70.4,6.5,2.9,3,10.2,1958-1959
Carl Braun,NYK,27.2,82.6,3.5,4.8,2.5,10.5,1958-1959
Pete Brennan,NYK,8.5,56,1.9,0.4,0.9,2.5,1958-1959
Barney Cable,DET,8.7,79.3,2.8,0.4,1,3.5,1958-1959
Gene Conley,BOS,13.3,57.8,5.5,0.4,2.3,4.2,1958-1959
Ed Conlin,TOT,27.2,71.9,5.5,1.8,2.6,11.9,1958-1959
Larry Costello,SYR,39.3,80.2,5.2,5.4,3.8,15.8,1958-1959
Bob Cousy,BOS,37,85.5,5.5,8.6,2.1,20,1958-1959
Archie Dees,CIN,18.4,77.9,5,0.8,1.7,8.2,1958-1959
George Dempsey,TOT,12.2,76.4,2.8,1.2,1.7,4.6,1958-1959
Connie Dierking,SYR,11.3,59.3,3.6,0.5,2.3,4.6,1958-1959
Walter Dukes,DET,32.5,65.7,13.3,0.9,4.6,13,1958-1959
Boo Ellis,MNL,16.7,70.8,5.3,0.8,1.9,5.9,1958-1959
Wayne Embry,CIN,24.1,65.6,9,1.5,3.5,11.4,1958-1959
Dick Farley,DET,18.3,73.7,2.8,1.8,1.9,7,1958-1959
Mike Farmer,NYK,21.5,83.8,4.4,0.9,2.1,6,1958-1959
Ray Felix,NYK,22.1,71.3,7.9,0.7,3.8,10.4,1958-1959
Al Ferrari,STL,16.5,72.9,2,1.7,2.2,5.7,1958-1959
Ed Fleming,MNL,15.9,72.1,4,1.3,2.1,6.5,1958-1959
Larry Foust,MNL,26.8,76.5,8.7,1.3,3.2,12.3,1958-1959
Dave Gambee,STL,3.5,0,1,0,1,1,1958-1959
Dick Garmaker,MNL,34.6,77.2,4.5,2.9,3.1,13.7,1958-1959
Jack George,TOT,26.5,75.4,4.1,3.1,2.1,8.7,1958-1959
Tom Gola,PHW,36.5,78.7,11.1,4.2,3.8,14.1,1958-1959
Joe Graboski,PHW,34.5,75,10.4,2.1,3.5,14.7,1958-1959
Si Green,TOT,24.1,65,5.5,2.5,2.8,8.6,1958-1959
Hal Greer,SYR,23.9,77.8,2.9,1.5,2.8,11.1,1958-1959
Richie Guerin,NYK,36,80.2,7.3,5.1,3.6,18.2,1958-1959
Cliff Hagan,STL,37.5,77.4,10.9,3.4,3.8,23.7,1958-1959
Steve Hamilton,MNL,12.6,67.9,3.3,0.5,2.1,4.4,1958-1959
Vern Hatton,TOT,17.3,73.3,2.8,1.1,1.7,5.9,1958-1959
Tom Heinsohn,BOS,31.7,79.8,9.7,2.5,4.1,18.8,1958-1959
Joe Holup,DET,22.1,76,5.2,1.1,3.5,8.4,1958-1959
Bob Hopkins,SYR,22.7,75.2,6.5,1,2.7,10,1958-1959
Hot Rod Hundley,MNL,23.4,75.2,3.5,2.9,2,9.6,1958-1959
Andy Johnson,PHW,17.3,60.2,3.2,1.3,2.6,6.9,1958-1959
Neil Johnston,PHW,14,78.4,5,0.8,1.8,6.3,1958-1959
K.C. Jones,BOS,12.4,60.3,2.6,1.4,1.2,3.5,1958-1959
Sam Jones,BOS,20.6,77,6,1.4,1.4,10.7,1958-1959
Phil Jordon,DET,28.6,76.2,8.3,1.2,2.7,14.3,1958-1959
Tommy Kearns,SYR,7,0,0,0,1,2,1958-1959
Red Kerr,SYR,37.1,76.6,14,2,2.5,17.8,1958-1959
Jim Krebs,MNL,21.9,74.8,6.8,0.7,2.9,8.8,1958-1959
Slick Leonard,MNL,27.6,75,3.1,3.2,2.1,9.2,1958-1959
Earl Lloyd,DET,24.9,75.3,6.9,1.3,4,8.4,1958-1959
Jim Loscutoff,BOS,25.5,73.8,7,0.9,4.3,8.3,1958-1959
Clyde Lovellette,STL,22.8,82,8.6,1.3,3.1,14.4,1958-1959
Ed Macauley,STL,14,60,2.9,0.9,1.4,4.6,1958-1959
Tom Marshall,CIN,15.1,62.1,2.9,1.5,1.2,3.6,1958-1959
Slater Martin,STL,35.3,77.6,3.6,4.7,3.2,9.7,1958-1959
Brendan McCann,NYK,7,0,1,1,1,0,1958-1959
Johnny McCarthy,CIN,38.9,66.7,4.8,4.8,3.4,12.9,1958-1959
Dick McGuire,DET,29.1,74,4,6.2,2.1,9.2,1958-1959
Jack McMahon,STL,31,61.5,2.3,4.1,3.1,8.2,1958-1959
