player,team,minutes_per_game,free_throw_pct,avg_rebounds,average_assists,personal_fouls,pts,season
Shellie McMillon,DET,14.6,52.9,5.9,0.5,2.3,6.4,1958-1959
Vern Mikkelsen,MNL,29.7,80.6,7.9,2.2,3.4,13.8,1958-1959
Willie Naulls,NYK,30.3,83,10.6,1.5,3.4,15.7,1958-1959
Chuck Noble,DET,14.4,73.5,1.8,1.8,1.9,7.1,1958-1959
Togo Palazzi,SYR,14.8,72.8,3.7,0.9,2.5,8.4,1958-1959
Jim Palmer,CIN,24.2,72.4,7,1,3.1,10.3,1958-1959
Med Park,TOT,18.2,76.7,3,1.7,1.5,6.5,1958-1959
Jack Parr,CIN,15.7,60.3,4.2,0.8,2.1,4,1958-1959
Bob Pettit,STL,39.9,75.9,16.4,3.1,2.8,29.2,1958-1959
Dave Piontek,CIN,23.3,68.7,5.3,1.7,2.3,10.6,1958-1959
Frank Ramsey,BOS,28,78.2,6.8,2,3.7,15.4,1958-1959
Hub Reed,STL,14.6,74.6,4.9,0.5,2.6,5,1958-1959
Guy Rodgers,PHW,34.8,54.5,6.2,5.8,2.9,10.7,1958-1959
Phil Rollins,TOT,15.7,70,2.7,2.3,1.1,5.2,1958-1959
Lennie Rosenbluth,PHW,7.1,72.4,1.9,0.2,0.7,3.7,1958-1959
Bill Russell,BOS,42.6,59.8,23,3.2,2.3,16.7,1958-1959
Woody Sauldsberry,PHW,38.1,62.5,11.5,1,3.8,15.4,1958-1959
Dolph Schayes,SYR,36.7,86.4,13.4,2.5,3.9,21.3,1958-1959
Kenny Sears,NYK,35.2,86.1,9.3,1.9,3.3,21,1958-1959
Frank Selvy,NYK,21.3,76.7,3.6,1.4,1.7,9.8,1958-1959
Paul Seymour,SYR,12.7,89.7,1.9,1.7,1.2,4.3,1958-1959
Chuck Share,STL,23.8,75.5,9.1,1.4,3.6,6,1958-1959
Bill Sharman,BOS,33.1,93.2,4.1,2.5,2.4,20.4,1958-1959
Gene Shue,DET,38.1,80.3,4.7,3.2,1.8,17.6,1958-1959
Ron Sobie,NYK,17.1,84.2,3.1,1.6,1.7,8,1958-1959
Guy Sparrow,TOT,12.6,56.5,3.6,1,2.4,5,1958-1959
Larry Staverman,CIN,11.9,76.3,3.8,0.9,1.8,4.3,1958-1959
Bennie Swain,BOS,12.2,60.9,4.5,0.5,2.2,4.6,1958-1959
Lou Tsioropoulos,BOS,13.9,75.8,3.1,0.6,2.1,4.1,1958-1959
Jack Twyman,CIN,37.7,78.3,9.1,2.9,3.8,25.8,1958-1959
Charlie Tyra,NYK,23,67.9,7,0.5,2.6,8.8,1958-1959
Win Wilfong,STL,11.8,75.6,1.9,0.8,1.6,4.1,1958-1959
George Yardley,TOT,30.1,77.9,7.1,1.1,2.6,19.8,1958-1959
Paul Arizin,PHW,35,80.9,7.4,2,3.5,20.7,1957-1958
Dick Atha,DET,8.9,83.3,1.3,1.1,1.3,2.4,1957-1958
Ernie Beck,PHW,27.8,83.7,4.3,2.7,2.4,10.1,1957-1958
Al Bianchi,SYR,20.6,68.3,3.2,1.7,2.7,8.3,1957-1958
Doug Bolstorff,DET,7,0,0,0,0.3,1.3,1957-1958
Carl Braun,NYK,34.9,84.9,4.6,5.5,2.6,16.5,1957-1958
George Brown,MNL,6,50,1,0,1,1,1957-1958
Bob Burrow,MNL,12.2,33.3,4.6,0.4,1.1,3.9,1957-1958
Nathaniel Clifton,DET,21.1,62.3,5.9,1.1,3,7.7,1957-1958
Jack Coleman,STL,20.9,64.1,6.7,1.6,2.3,7.6,1957-1958
Ed Conlin,SYR,31.2,79.6,7.3,2.2,2.8,15,1957-1958
Larry Costello,SYR,38.1,84.7,5.3,4.4,3.4,14.9,1957-1958
Bob Cousy,BOS,34.2,85,5,7.1,2.1,18,1957-1958
Walt Davis,TOT,10.9,74.4,2.9,0.5,2.3,3.8,1957-1958
George Dempsey,PHW,15.6,66.7,3.2,1.9,1.7,4.4,1957-1958
Corky Devlin,MNL,17.8,77.3,1.9,2.4,1.5,6.8,1957-1958
Dick Duckett,CIN,12.5,88.9,1.6,1.4,1.8,3.9,1957-1958
Walter Dukes,DET,30.3,67.5,13.3,0.7,4.3,11.2,1957-1958
Pat Dunn,PHW,7.4,82.4,1.1,1,0.7,2.5,1957-1958
Bill Ebben,DET,6.3,75,1,0.5,0.6,1.9,1957-1958
Bo Erias,MNL,22.3,63.8,4.6,1.4,2.9,8.2,1957-1958
Ray Felix,NYK,23.7,69.7,10.4,0.7,3.9,12.2,1957-1958
Ed Fleming,MNL,23.4,71,6.8,1.9,3.1,8.8,1957-1958
Larry Foust,MNL,30.6,75.6,12.2,1.5,4.2,16.8,1957-1958
Larry Friend,NYK,12.9,65.9,2.4,1.1,1.2,4,1957-1958
Harry Gallatin,DET,27.6,78.7,10.4,1.2,3,14.9,1957-1958
Dick Garmaker,MNL,32.6,76.4,5.4,2.7,2.8,16.1,1957-1958
Jack George,PHW,26.5,73.6,4,3.3,1.9,8.9,1957-1958
Tom Gola,PHW,36,74.6,10.8,5.5,3.8,13.8,1957-1958
Joe Graboski,PHW,28.8,74.9,7.9,1.7,3.5,12.6,1957-1958
Richie Guerin,NYK,37.6,69.1,7.8,5,3.2,16.5,1957-1958
Cliff Hagan,STL,31.3,76.8,10.1,2.5,3.8,19.9,1957-1958
Bob Harrison,SYR,25,79.5,2.3,2.3,2.8,7.2,1957-1958
Tom Heinsohn,BOS,32,74.6,10.2,1.8,4,17.8,1957-1958
Joe Holup,TOT,14,75.5,4.2,0.7,1.9,4.8,1957-1958
Bob Hopkins,SYR,17.7,76.4,5.7,0.7,2.3,8.2,1957-1958
Bob Houbregs,DET,17.8,69.8,3.8,1.1,2.1,7.5,1957-1958
Hot Rod Hundley,MNL,17.8,64.2,2.9,1.9,1.5,7,1957-1958
Mel Hutchins,NYK,21.3,55.8,4.8,1.9,1.7,7,1957-1958
McCoy Ingram,MNL,11.1,46.4,4.8,0.8,1.8,2.8,1957-1958
Neil Johnston,PHW,33.9,81.9,11.1,2.3,3.3,19.5,1957-1958
Sam Jones,BOS,10.6,71.4,2.9,0.7,0.8,4.6,1957-1958
Phil Jordon,TOT,15.5,68.8,5.2,0.6,1.9,7.8,1957-1958
Billy Kenville,DET,18.5,61.3,2.9,1.9,1.9,7.4,1957-1958
Red Kerr,SYR,33.1,66.4,13.4,1.2,2.7,15.2,1957-1958
George King,CIN,36.1,61.7,4.9,5.3,2,9.7,1957-1958
Jim Krebs,MNL,18.5,76.7,7.4,0.4,2.7,7.8,1957-1958
Slick Leonard,MNL,31.4,76.5,3.6,3.3,2.2,11.2,1957-1958
Earl Lloyd,SYR,17.1,74.5,4.7,1,2.9,5.2,1957-1958
Jim Loscutoff,BOS,11.2,33.3,4,0.2,1.6,4.6,1957-1958
Clyde Lovellette,CIN,36.5,74.3,12.1,1.9,3.3,23.4,1957-1958
Ed Macauley,STL,26.5,72.4,6.6,2,2.2,14.2,1957-1958
Tom Marshall,TOT,13.6,76.2,2.7,0.5,1.1,4,1957-1958
Slater Martin,STL,35,74.6,3.8,3.6,3.1,12,1957-1958
Brendan McCann,NYK,8.2,67.6,1.3,1.5,0.9,1.9,1957-1958
Dick McGuire,DET,33.5,66.7,4.2,6.6,2.6,8.1,1957-1958
Jack McMahon,STL,31.1,60.6,2.7,4.6,2.6,7.9,1957-1958
Monk Meineke,CIN,11.8,64.7,3.4,0.6,2.3,4.9,1957-1958
Vern Mikkelsen,MNL,33.2,78.6,11.2,2.3,4.2,17.3,1957-1958
Red Morrison,STL,6.1,75,2,0,0.9,1.6,1957-1958
Willie Naulls,NYK,34.8,82.6,11.8,1.4,3.2,18.1,1957-1958
Jack Nichols,BOS,17.7,73.8,4.4,0.9,1.8,5.8,1957-1958
Chuck Noble,DET,22.3,72.7,2.3,2.5,2.7,7.4,1957-1958
Togo Palazzi,SYR,14.9,71.9,3.6,0.6,1.9,8.6,1957-1958
Med Park,STL,15.5,72.8,2.6,1.1,1.5,5.4,1957-1958
Worthy Patterson,STL,3.3,50,0.5,0.5,0.8,1.8,1957-1958
Jerry Paulson,CIN,11.3,66.7,1.7,0.7,0.8,3.3,1957-1958
Jim Paxson,CIN,26.8,73.3,5.2,2.1,2.7,9.8,1957-1958
Bob Pettit,STL,36.1,74.9,17.4,2.2,3.2,24.6,1957-1958
Andy Phillip,BOS,16.6,59.2,2.3,1.7,1.7,3.4,1957-1958
Dave Piontek,CIN,14.5,62.9,3.6,0.7,1.9,5.6,1957-1958
Ray Radziszewski,PHW,6,0,2,1,1,0,1957-1958
Frank Ramsey,BOS,29.7,81.1,7.3,2.4,3.6,16.5,1957-1958
Richie Regan,CIN,22.9,69.8,2.4,2.6,2.4,7.3,1957-1958
Dick Ricketts,CIN,22.5,67.3,5.7,1.6,3.8,7.8,1957-1958
Arnie Risen,BOS,17.8,68.3,5.7,0.8,3.1,6.1,1957-1958
Lennie Rosenbluth,PHW,7,63.1,1.7,0.4,0.7,4.4,1957-1958
Bill Russell,BOS,38.3,51.9,22.7,2.9,2.6,16.6,1957-1958
Woody Sauldsberry,PHW,33.5,61.5,10.3,0.8,3.5,12.8,1957-1958
Dolph Schayes,SYR,40.5,90.4,14.2,3.1,3.4,24.9,1957-1958
Dick Schnittker,MNL,19.6,84.8,4.2,1.4,2.5,9.1,1957-1958
Kenny Sears,NYK,37.3,82.2,10.9,1.8,3.5,18.6,1957-1958
Frank Selvy,TOT,11.2,61,2.3,0.9,1.2,3.6,1957-1958
Paul Seymour,SYR,11.9,84.1,1.7,1.5,1.4,4.2,1957-1958
Chuck Share,STL,25.3,64.8,10.4,1.8,3.9,8.6,1957-1958
Bill Sharman,BOS,35.1,89.3,4.7,2.7,2.5,22.3,1957-1958
Ron Shavlik,NYK,2,0,1,0,0,0,1957-1958
Gene Shue,DET,37,84.4,5.3,2.7,2.4,15.6,1957-1958
Ron Sobie,NYK,25.4,82,4.8,2.3,2.7,11.5,1957-1958
Guy Sparrow,NYK,23.1,64.2,6.4,1,3.2,11.1,1957-1958
Art Spoelstra,TOT,19.5,67.9,5,0.9,3.4,6.7,1957-1958
Maurice Stokes,CIN,39,71.5,18.1,6.4,3.6,16.9,1957-1958
Bill Thieben,DET,9,59.3,2.4,0.3,1.6,3.7,1957-1958
Lou Tsioropoulos,BOS,26,68.6,6.2,1.6,3.5,7.7,1957-1958
Jack Twyman,CIN,30.3,77.5,6.4,1.5,3.1,17.2,1957-1958
Charlie Tyra,NYK,17.4,67,7.1,0.5,2.6,7.4,1957-1958
Jim Walsh,PHW,7.2,58.8,1.5,0.8,0.9,2,1957-1958
Win Wilfong,STL,19.2,68.5,4.1,2.3,2.8,7.8,1957-1958
George Yardley,DET,39.5,81.1,10.7,1.3,3.1,27.8,1957-1958
Forest Able,SYR,1,0,1,1,1,0,1956-1957
Paul Arizin,PHW,39,82.9,7.9,2.1,3.9,25.6,1956-1957
Bob Armstrong,PHW,5.8,50,2.1,0.2,0.7,1.5,1956-1957
Jim Baechtold,NYK,10.3,75,1.8,0.7,0.9,4.8,1956-1957
John Barber,STL,3.8,50,1.2,0,0.8,1.4,1956-1957
Ernie Beck,PHW,24.2,70.7,4.3,2.6,2.2,7,1956-1957
Irv Bemoras,STL,15.9,68,2,0.7,1.2,5.1,1956-1957
Gary Bergen,NYK,6.7,100,1.3,0.2,0.7,1.3,1956-1957
Al Bianchi,SYR,23.2,69,3.3,1.6,2.9,8.3,1956-1957
Carl Braun,NYK,32.6,80.9,3.6,3.6,2.7,13.9,1956-1957
Bob Burrow,ROC,15.3,61.6,4.4,0.6,2.5,6,1956-1957
Nathaniel Clifton,NYK,31.4,67.3,7.8,2.3,3.4,10.7,1956-1957
Jack Coleman,STL,29.8,76.4,9,2.2,3.3,10.5,1956-1957
Ed Conlin,SYR,31.7,76.9,6.1,2.9,2.4,13.4,1956-1957
Larry Costello,PHW,29.3,78.8,4.5,3.3,2.5,7.6,1956-1957
Bob Cousy,BOS,36.9,82.1,4.8,7.5,2.1,20.6,1956-1957
Walt Davis,PHW,19.2,69.8,4.7,0.8,3.6,6.6,1956-1957
George Dempsey,PHW,16.2,53.9,3.5,1.9,1.5,4.5,1956-1957
Corky Devlin,FTW,17.5,67.8,2.1,2,1.6,6.7,1956-1957
Walter Dukes,MNL,26.3,68.9,11.2,0.8,3.8,10.1,1956-1957
Ray Felix,NYK,22.5,74.7,8.2,0.5,3.9,12,1956-1957
Ed Fleming,ROC,18.2,72.8,3.6,1.6,1.8,7,1956-1957
Larry Foust,FTW,25.1,71.8,9.1,1.2,3.6,12.4,1956-1957
Harry Gallatin,NYK,27,80,10.1,1.2,2.8,15,1956-1957
Dick Garmaker,MNL,33.4,83.9,4.7,2.6,2.8,16.3,1956-1957
Jack George,PHW,33.3,68.3,4.7,4.6,2.5,10.5,1956-1957
Joe Graboski,PHW,34.7,78.3,8.5,1.9,3.4,14.3,1956-1957
Si Green,ROC,32.5,71,5.2,3.6,2.8,11.5,1956-1957
Richie Guerin,NYK,24.9,62,4.6,2.5,2.6,9.7,1956-1957
Cliff Hagan,STL,14.5,69,3.7,1.3,2.5,5.5,1956-1957
Alex Hannum,TOT,10.9,66.1,2.7,0.5,2.3,3.2,1956-1957
Bob Harrison,TOT,27.4,71.5,2.4,2.4,3.3,8.8,1956-1957
Tom Heinsohn,BOS,29.9,79,9.8,1.6,4.2,16.2,1956-1957
Dick Hemric,BOS,15.7,69.5,4.5,0.6,1.5,5.4,1956-1957
Larry Hennessy,SYR,17.8,71.9,2.1,1.3,1.3,6.4,1956-1957
Lew Hitch,TOT,16.7,71.6,3.7,0.6,1.5,4.2,1956-1957
Joe Holup,SYR,18.1,80.6,3.9,1.2,2.5,7.4,1956-1957
Bob Hopkins,SYR,12.3,74.6,3.8,0.4,1.7,5.7,1956-1957
Bob Houbregs,FTW,26.5,71.4,6.7,1.9,2,11.2,1956-1957
Mel Hutchins,FTW,36.8,73.8,7.9,2.9,2.5,12.4,1956-1957
Neil Johnston,PHW,36.7,82.6,12.4,2.9,3.3,22.8,1956-1957
Phil Jordon,NYK,10.1,66.7,3.8,0.2,1.7,4.9,1956-1957
Ed Kalafat,MNL,24.9,66.1,6.5,1.6,3.7,8.5,1956-1957
Billy Kenville,FTW,24,79.8,4.6,2.4,2.4,8.2,1956-1957
Red Kerr,SYR,30.4,71.9,11.2,1.3,2.6,12.4,1956-1957
Hal Lear,PHW,4.7,0,0.3,0.3,1,1.3,1956-1957
Slick Leonard,MNL,27,77.2,3.1,2.3,1.9,11,1956-1957
Earl Lloyd,SYR,27.3,74.9,6,1.6,3.9,9,1956-1957
Jim Loscutoff,BOS,31.7,70.6,10.4,1.3,3.5,10.6,1956-1957
Clyde Lovellette,MNL,36.1,71.7,13.5,2,3.6,20.8,1956-1957
Ed Macauley,STL,35.9,74.9,6.1,2.8,2.9,16.5,1956-1957
Tom Marshall,ROC,11.5,81,2.1,0.8,0.8,4,1956-1957
Slater Martin,TOT,36.4,79,4.4,4.1,2.9,10.9,1956-1957
Johnny McCarthy,ROC,21.7,67.4,2.8,1.5,1.8,6.6,1956-1957
Dick McGuire,NYK,16.5,64.4,2,3.1,1.4,5.3,1956-1957
Jack McMahon,STL,32.6,63.1,3.1,5.1,3,8.6,1956-1957
Chuck Mencel,MNL,25.7,74.6,3.3,2.8,1.3,9.2,1956-1957
Vern Mikkelsen,MNL,30.5,80.7,8.8,1.7,4.3,13.7,1956-1957
Jackie Moore,PHW,7,80.4,2,0.4,1.3,2.2,1956-1957
Willie Naulls,TOT,25,67.7,8.7,1.2,2.6,10.1,1956-1957
Jack Nichols,BOS,22.5,79.4,6.1,1.4,3,8.2,1956-1957
Chuck Noble,FTW,23.3,74.5,2.5,3.3,3,8.8,1956-1957
Togo Palazzi,TOT,16.1,77.7,4.2,0.8,1.9,8.8,1956-1957
Med Park,STL,17.1,74,3,1.4,2.1,5.2,1956-1957
Jim Paxson,MNL,17.9,72,3.7,1.2,2.3,6.3,1956-1957
Bob Pettit,STL,35.1,77.3,14.6,1.9,2.5,24.7,1956-1957
Andy Phillip,BOS,22,64.2,2.7,2.5,1.8,4.4,1956-1957
Dave Piontek,ROC,24.8,66.7,4.9,1.5,2,9,1956-1957
Frank Ramsey,BOS,23.1,79.1,5.1,1.9,3.2,11.9,1956-1957
Jim Ray,SYR,10.8,60,1.3,0.8,1,1.8,1956-1957
Richie Regan,ROC,29.6,77.4,2.9,3.1,2.5,9.8,1956-1957
Dick Ricketts,ROC,29.4,69.4,6.1,1.8,4.3,11.2,1956-1957
Arnie Risen,BOS,21.7,67.9,6.7,1.2,3.8,8,1956-1957
Red Rocha,FTW,16,75.7,3.8,1.1,2.3,5.3,1956-1957
Dick Rosenthal,FTW,10.4,52.9,2.9,0.9,1.2,2.8,1956-1957
Bill Russell,BOS,35.3,49.2,19.6,1.8,3,14.7,1956-1957
Don Savage,SYR,11,85.7,1.4,0.4,1.4,3.6,1956-1957
Bob Schafer,SYR,15.2,84.6,1,1.4,1.5,4.5,1956-1957
Dolph Schayes,SYR,39.6,90.4,14,3.2,3,22.5,1956-1957
Dick Schnittker,MNL,14.2,82.9,2.6,0.7,2.1,5.5,1956-1957
Kenny Sears,NYK,34.9,79,8.5,1.4,3.1,14.8,1956-1957
Paul Seymour,SYR,19,82.1,2,3,1.4,6,1956-1957
Chuck Share,STL,23.2,68.4,8.9,1.1,3.7,10.3,1956-1957
Bill Sharman,BOS,35.9,90.5,4.3,3.5,2.8,21.1,1956-1957
Ron Shavlik,NYK,10.3,40,3.1,0,1.7,1.4,1956-1957
Gene Shue,FTW,34.3,76.3,5.8,3.3,1.9,10.9,1956-1957
Whitey Skoog,MNL,28.5,93.6,3.1,3.3,2.8,8.7,1956-1957
Ron Sobie,NYK,19.4,76.4,4.6,1.8,2.2,6.8,1956-1957
Odie Spears,TOT,10.7,86.4,1.4,0.6,2.2,3.9,1956-1957
Art Spoelstra,ROC,17,73.3,3.2,0.8,2.4,7.6,1956-1957
Norm Stewart,STL,7.4,33.3,1,0.4,1.8,2,1956-1957
Maurice Stokes,ROC,38.3,66.5,17.4,4.6,4,15.6,1956-1957
Bill Thieben,FTW,10.9,65.5,3.6,0.3,1.3,4.1,1956-1957
Lou Tsioropoulos,BOS,12.9,77.5,4,0.6,2.6,4.4,1956-1957
Jim Tucker,SYR,13.2,0,2.2,0.2,2.9,3.8,1956-1957
Jack Twyman,ROC,32.5,76,4.9,1.7,3.5,16.3,1956-1957
Bobby Wanzer,ROC,7.6,78.3,1.2,0.4,1,3.9,1956-1957
Bob Williams,MNL,5,66.7,1.3,0,0.5,1,1956-1957
George Yardley,FTW,37.4,78.7,10.5,2,3.2,21.5,1956-1957
Paul Arizin,PHW,37.8,81,7.5,2.6,3.9,24.2,1955-1956
Jesse Arnelle,FTW,13.2,62.3,5.5,0.6,1.9,4.7,1955-1956
Dick Atha,NYK,11.5,77.8,1.7,1.3,1.6,3.7,1955-1956
Jim Baechtold,NYK,24.8,80.1,3.1,2.3,2.2,11,1955-1956
Ernie Barrett,BOS,20.2,78.8,3.4,2.4,2.6,7,1955-1956
Ernie Beck,PHW,15,71.7,2.9,1.2,1.3,5.2,1955-1956
Don Bielke,FTW,5.4,57.1,1.3,0.1,1.3,2,1955-1956
Carl Braun,NYK,32.2,83.8,3.6,4.1,3,15.4,1955-1956
Frankie Brian,FTW,18.4,81.8,2.4,2,1.7,6.2,1955-1956
Nathaniel Clifton,NYK,24,70.7,6,2.4,3,8.8,1955-1956
Jack Coleman,TOT,36.5,71.1,9.2,3.9,3.2,12.8,1955-1956
Ed Conlin,SYR,21.6,68,4.9,2.2,1.8,8.2,1955-1956
Chuck Cooper,TOT,17.1,75.2,3.6,1.3,2.1,4.5,1955-1956
Bob Cousy,BOS,38.4,84.4,6.8,8.9,2.9,18.8,1955-1956
Red Davis,ROC,5.3,100,1.3,0.3,0.7,0.7,1955-1956
Walt Davis,PHW,15.7,68.8,3.9,0.8,3.3,4.6,1955-1956
George Dempsey,PHW,20.1,63.3,3.7,2.8,2,4.7,1955-1956
Corky Devlin,FTW,22.2,76,2.5,2,1.7,7.9,1955-1956
Walter Dukes,NYK,21.5,70.8,7.4,0.7,3.5,7.8,1955-1956
Dick Farley,SYR,19.8,69.1,2.3,2.1,2.1,6.7,1955-1956
Ron Feiereisel,MNL,5.9,87.5,0.6,0.6,0.9,3,1955-1956
Ray Felix,NYK,23.6,70.6,8.7,0.7,4.1,12.3,1955-1956
Al Ferrari,STL,23.7,69.5,2.7,2.4,2.8,8,1955-1956
Ed Fleming,ROC,28.6,74.5,6.9,2.8,2.5,12.5,1955-1956
Larry Foust,FTW,28.1,77.8,9,1.8,3.7,16.2,1955-1956
Harry Gallatin,NYK,33,78.7,10.3,2.3,3.1,13.9,1955-1956
Dick Garmaker,MNL,12.8,80.6,1.9,1.5,1.9,5.7,1955-1956
Jack George,PHW,39.4,75.7,4.3,6.3,2.8,13.9,1955-1956
Tom Gola,PHW,34.5,73.3,9.1,5.9,4,10.8,1955-1956
Joe Graboski,PHW,33,70.6,8.9,2.6,3.8,14.4,1955-1956
Alex Hannum,STL,20.8,60.4,4.8,2.2,3.8,5.4,1955-1956
Chris Harris,TOT,10.2,60,1.1,1.1,1,2.5,1955-1956
Bob Harrison,STL,30.8,66.4,2.7,3.8,3.4,8.6,1955-1956
Dick Hemric,BOS,18.7,64.8,5.6,0.8,2,7,1955-1956
Larry Hennessy,PHW,8.4,81.3,0.9,0.9,0.7,3.7,1955-1956
Lew Hitch,MNL,16.4,75.8,4.1,1.1,1.2,4.2,1955-1956
Jim Holstein,TOT,13,64.9,2.8,1.4,1.9,2.7,1955-1956
Johnny Horan,TOT,4.9,90.9,0.5,0.1,1.1,1.8,1955-1956
Bob Houbregs,FTW,21.9,73.9,5.9,2.3,2.1,11.1,1955-1956
Mel Hutchins,FTW,33.9,64.3,7.5,2.7,2.5,12,1955-1956
Neil Johnston,PHW,37.1,80.1,12.5,3.2,3.6,22.1,1955-1956
Ed Kalafat,MNL,22.8,73.8,6.1,1.8,3.3,8,1955-1956
Billy Kenville,SYR,17.8,75.9,3,2.2,1.8,7.4,1955-1956
Red Kerr,SYR,29.4,65.5,8.4,1.2,2.3,13.3,1955-1956
George King,SYR,32.5,64,3.5,5.7,2.1,10.3,1955-1956
Earl Lloyd,SYR,25.5,77.2,6.8,1.6,3.7,8.5,1955-1956
Jim Loscutoff,BOS,22.3,67.1,8.8,0.9,3,8.3,1955-1956
Clyde Lovellette,MNL,35.5,72.1,14,2.3,3.5,21.5,1955-1956
Ed Macauley,BOS,33.2,79.4,5.9,3,2.2,17.5,1955-1956
Slater Martin,MNL,39.4,83.3,3.6,6.2,2.8,13.2,1955-1956
Dick McGuire,NYK,27.2,62.7,3.5,5.8,2.4,6.9,1955-1956
Jack McMahon,TOT,24.5,59.5,2.6,3.2,2.4,7.3,1955-1956
Monk Meineke,ROC,18.1,78,4.6,1.5,2.8,7.1,1955-1956
Chuck Mencel,MNL,14.1,81.3,1.6,1.9,1.1,4.6,1955-1956
George Mikan,MNL,20.7,77,8.3,1.4,4.1,10.5,1955-1956
Vern Mikkelsen,MNL,29.2,80.4,8.4,2.4,4.4,13.4,1955-1956
Jackie Moore,PHW,7.4,60.4,2.2,0.5,1.5,2.4,1955-1956
Red Morrison,BOS,12.8,49.4,4.9,0.7,2.2,3.1,1955-1956
Jack Nichols,BOS,32.7,79.1,10.4,2.7,3.8,14.3,1955-1956
Chuck Noble,FTW,28,74.9,3.6,3.9,3.5,9.5,1955-1956
Togo Palazzi,BOS,11.2,68.5,2.9,0.7,1.4,6,1955-1956
Med Park,STL,10.6,62.9,2.4,1,1.6,3.8,1955-1956
Bob Peterson,NYK,13.4,65.4,3.8,0.8,2.1,5.3,1955-1956
Bob Pettit,STL,38.8,73.6,16.2,2.6,2.8,25.7,1955-1956
Andy Phillip,FTW,29.7,56.3,3.7,5.9,2.2,5.8,1955-1956
Richie Regan,ROC,24.3,63.9,2.4,3.1,2.5,7.8,1955-1956
Dick Ricketts,TOT,28.6,70.8,7.2,3,4.2,8.9,1955-1956
Arnie Risen,BOS,23.5,70.8,8.1,1.3,4.4,8.1,1955-1956
Red Rocha,SYR,26.2,78.3,5.8,1.8,3.4,10,1955-1956
Bob Santini,NYK,5.8,50,0.8,0.3,1,2.8,1955-1956
Bob Schafer,TOT,10.7,76.5,1.3,1,1.4,4.1,1955-1956
Dolph Schayes,SYR,35,85.8,12.4,2.8,3.5,20.4,1955-1956
Dick Schnittker,MNL,26.8,85.6,4.1,2,3.5,11.3,1955-1956
Kenny Sears,NYK,29.6,79.6,8.8,1.6,2.9,12.8,1955-1956
Frank Selvy,STL,26.1,74.6,3.2,2.1,2.2,11,1955-1956
Paul Seymour,SYR,32,80.7,2.7,4.8,2.3,11.3,1955-1956
Chuck Share,STL,27.4,69.5,10.8,1.8,4.4,13.6,1955-1956
Bill Sharman,BOS,37.5,86.7,3.6,4.7,2.7,19.9,1955-1956
Gene Shue,NYK,24.3,76.4,2.9,2.5,1.5,9.2,1955-1956
Connie Simmons,ROC,13.3,60.5,3.5,1.2,2.1,5.4,1955-1956
Whitey Skoog,MNL,32.1,80.3,4,3.5,3.2,11.6,1955-1956
Odie Spears,FTW,19.1,79.1,3.2,1.7,2.7,6.8,1955-1956
Art Spoelstra,ROC,22.8,68.5,6.1,1.3,3.4,8.5,1955-1956
Jack Stephens,STL,30.8,69.2,5.2,2.9,2,10.3,1955-1956
Maurice Stokes,ROC,34.7,71.4,16.3,4.9,4.1,16.8,1955-1956
Jim Tucker,SYR,12.8,79.5,3.3,0.5,2.4,3.8,1955-1956
Jack Twyman,ROC,30.4,68.5,6.5,2.4,3.3,14.4,1955-1956
Ernie Vandeweghe,NYK,15.4,100,2.6,2.4,3,4.4,1955-1956
Bobby Wanzer,ROC,27.5,71.9,3.8,3.1,2.1,10.4,1955-1956
Bob Williams,MNL,8.7,53.3,2.7,0.4,1.8,3.3,1955-1956
George Yardley,FTW,33.1,74.2,9.7,2.2,3,17.4,1955-1956
Max Zaslofsky,FTW,20.2,85.7,1.8,1.8,2,9.8,1955-1956
Don Anielak,NYK,10,75,2,0,0,3,1954-1955
Paul Arizin,PHW,41,77.6,9.4,2.9,3.8,21,1954-1955
Jim Baechtold,NYK,35.2,82.3,4.3,3,2.8,13.9,1954-1955
Don Barksdale,BOS,24.9,65.1,7.6,1.8,3.1,10.5,1954-1955
Bob Brannum,BOS,22.9,70.9,6.9,1.8,3.3,6.2,1954-1955
Carl Braun,NYK,34.9,80.1,4.2,3.9,2.9,15.1,1954-1955
Tom Brennan,PHW,4.7,0,0.5,0.2,0.5,0.9,1954-1955
Frankie Brian,FTW,19.5,85.1,1.8,2,1.9,9.7,1954-1955
Bill Calhoun,MLH,30.6,70.3,4.2,3.4,2.6,6.6,1954-1955
Bob Carney,MNL,12.8,52.5,2.4,0.8,1.9,3.6,1954-1955
Fred Christ,NYK,8,90.9,1.3,1.2,0.5,3.3,1954-1955
Cal Christensen,ROC,17,60.2,5.5,1.5,2.5,5,1954-1955
Nathaniel Clifton,NYK,33.2,68.3,8.5,2.8,3.1,13.1,1954-1955
Jack Coleman,ROC,34.5,67.8,10.1,3.2,2.8,12.8,1954-1955
Bert Cook,NYK,11.5,68,1.9,0.9,1.1,3.2,1954-1955
Chuck Cooper,MLH,25,75.1,5.5,2.2,3,8.2,1954-1955
Larry Costello,PHW,24.4,81.3,2.6,4.1,1.9,6.2,1954-1955
Bob Cousy,BOS,38.7,80.7,6,7.8,2.3,21.2,1954-1955
Bob Davies,ROC,26,75.1,2.8,4.9,3.1,12.1,1954-1955
Walt Davis,PHW,12.6,72.9,3.4,0.6,1.6,2.9,1954-1955
